order_number,product_key,customer_id,order_date,shipping_date,delivery_due_date,price,sales_amount,sales_quantity
SO52760,121,11665,2/14/2013,2/21/2013,2/26/2013,2295,2295,1
SO52760,174,11665,2/14/2013,2/21/2013,2/26/2013,22,22,1
SO52760,246,11665,2/14/2013,2/21/2013,2/26/2013,35,35,1
SO52761,123,11979,2/14/2013,2/21/2013,2/26/2013,2320,2320,1
SO52761,174,11979,2/14/2013,2/21/2013,2/26/2013,22,22,1
SO52761,259,11979,2/14/2013,2/21/2013,2/26/2013,2,2,1
SO52761,168,11979,2/14/2013,2/21/2013,2/26/2013,8,8,1
SO52762,120,11534,2/14/2013,2/21/2013,2/26/2013,2295,2295,1
SO52762,174,11534,2/14/2013,2/21/2013,2/26/2013,22,22,1
SO52762,234,11534,2/14/2013,2/21/2013,2/26/2013,24,24,1
SO52763,127,20154,2/14/2013,2/21/2013,2/26/2013,540,540,1
SO52763,246,20154,2/14/2013,2/21/2013,2/26/2013,35,35,1
SO52764,165,28323,2/14/2013,2/21/2013,2/26/2013,2384,2384,1
SO52765,145,26317,2/14/2013,2/21/2013,2/26/2013,742,742,1
SO52765,105,26317,2/14/2013,2/21/2013,2/26/2013,9,9,1
SO52765,295,26317,2/14/2013,2/21/2013,2/26/2013,5,5,1
SO52765,246,26317,2/14/2013,2/21/2013,2/26/2013,35,35,1
SO52766,127,16222,2/14/2013,2/21/2013,2/26/2013,540,540,1
SO52766,285,16222,2/14/2013,2/21/2013,2/26/2013,21,21,1
SO52767,126,16223,2/14/2013,2/21/2013,2/26/2013,540,540,1
SO52767,295,16223,2/14/2013,2/21/2013,2/26/2013,5,5,1
SO52767,166,16223,2/14/2013,2/21/2013,2/26/2013,9,9,1
SO52767,105,16223,2/14/2013,2/21/2013,2/26/2013,9,9,1
SO52768,130,19336,2/14/2013,2/21/2013,2/26/2013,1120,1120,1
SO52768,278,19336,2/14/2013,2/21/2013,2/26/2013,54,54,1
SO52769,132,19381,2/14/2013,2/21/2013,2/26/2013,1120,1120,1
SO52769,250,19381,2/14/2013,2/21/2013,2/26/2013,50,50,1
SO52770,127,21050,2/14/2013,2/21/2013,2/26/2013,540,540,1
SO52770,166,21050,2/14/2013,2/21/2013,2/26/2013,9,9,1
SO52770,246,21050,2/14/2013,2/21/2013,2/26/2013,35,35,1
SO52771,130,22642,2/14/2013,2/21/2013,2/26/2013,1120,1120,1
SO52771,277,22642,2/14/2013,2/21/2013,2/26/2013,54,54,1
SO52771,235,22642,2/14/2013,2/21/2013,2/26/2013,24,24,1
SO52772,127,21031,2/14/2013,2/21/2013,2/26/2013,540,540,1
SO52772,105,21031,2/14/2013,2/21/2013,2/26/2013,9,9,1
SO52772,295,21031,2/14/2013,2/21/2013,2/26/2013,5,5,1
SO52772,166,21031,2/14/2013,2/21/2013,2/26/2013,9,9,1
SO52772,246,21031,2/14/2013,2/21/2013,2/26/2013,35,35,1
SO52773,126,29391,2/14/2013,2/21/2013,2/26/2013,540,540,1
SO52773,245,29391,2/14/2013,2/21/2013,2/26/2013,35,35,1
SO52774,162,14830,2/14/2013,2/21/2013,2/26/2013,2384,2384,1
SO52774,105,14830,2/14/2013,2/21/2013,2/26/2013,9,9,1
SO52774,295,14830,2/14/2013,2/21/2013,2/26/2013,5,5,1
SO52774,245,14830,2/14/2013,2/21/2013,2/26/2013,35,35,1
SO52775,155,29411,2/14/2013,2/21/2013,2/26/2013,1215,1215,1
SO52775,166,29411,2/14/2013,2/21/2013,2/26/2013,9,9,1
SO52776,139,18469,2/14/2013,2/21/2013,2/26/2013,2443,2443,1
SO52777,152,28107,2/14/2013,2/21/2013,2/26/2013,742,742,1
SO52777,105,28107,2/14/2013,2/21/2013,2/26/2013,9,9,1
SO52777,295,28107,2/14/2013,2/21/2013,2/26/2013,5,5,1
SO52777,278,28107,2/14/2013,2/21/2013,2/26/2013,54,54,1
SO52778,295,11215,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52778,105,11215,2/15/2013,2/22/2013,2/27/2013,9,9,1
SO52778,245,11215,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52778,250,11215,2/15/2013,2/22/2013,2/27/2013,50,50,1
SO52779,290,15125,2/15/2013,2/22/2013,2/27/2013,4,4,1
SO52779,286,15125,2/15/2013,2/22/2013,2/27/2013,25,25,1
SO52779,259,15125,2/15/2013,2/22/2013,2/27/2013,2,2,1
SO52780,286,15217,2/15/2013,2/22/2013,2/27/2013,25,25,1
SO52780,290,15217,2/15/2013,2/22/2013,2/27/2013,4,4,1
SO52780,259,15217,2/15/2013,2/22/2013,2/27/2013,2,2,1
SO52781,283,16627,2/15/2013,2/22/2013,2/27/2013,30,30,1
SO52782,290,26543,2/15/2013,2/22/2013,2/27/2013,4,4,1
SO52782,259,26543,2/15/2013,2/22/2013,2/27/2013,2,2,1
SO52782,168,26543,2/15/2013,2/22/2013,2/27/2013,8,8,1
SO52783,245,15137,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52783,166,15137,2/15/2013,2/22/2013,2/27/2013,9,9,1
SO52783,275,15137,2/15/2013,2/22/2013,2/27/2013,54,54,1
SO52784,120,11398,2/15/2013,2/22/2013,2/27/2013,2295,2295,1
SO52785,140,19448,2/15/2013,2/22/2013,2/27/2013,2443,2443,1
SO52785,287,19448,2/15/2013,2/22/2013,2/27/2013,33,33,1
SO52785,290,19448,2/15/2013,2/22/2013,2/27/2013,4,4,1
SO52785,294,19448,2/15/2013,2/22/2013,2/27/2013,64,64,1
SO52786,259,11637,2/15/2013,2/22/2013,2/27/2013,2,2,1
SO52787,290,27222,2/15/2013,2/22/2013,2/27/2013,4,4,1
SO52787,168,27222,2/15/2013,2/22/2013,2/27/2013,8,8,1
SO52788,286,29248,2/15/2013,2/22/2013,2/27/2013,25,25,1
SO52788,259,29248,2/15/2013,2/22/2013,2/27/2013,2,2,1
SO52789,291,11078,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52789,246,11078,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52789,233,11078,2/15/2013,2/22/2013,2/27/2013,24,24,1
SO52790,285,26736,2/15/2013,2/22/2013,2/27/2013,21,21,1
SO52790,290,26736,2/15/2013,2/22/2013,2/27/2013,4,4,1
SO52791,282,11711,2/15/2013,2/22/2013,2/27/2013,25,25,1
SO52791,259,11711,2/15/2013,2/22/2013,2/27/2013,2,2,1
SO52792,282,25890,2/15/2013,2/22/2013,2/27/2013,25,25,1
SO52793,283,11922,2/15/2013,2/22/2013,2/27/2013,30,30,1
SO52793,289,11922,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52794,287,23801,2/15/2013,2/22/2013,2/27/2013,33,33,1
SO52794,250,23801,2/15/2013,2/22/2013,2/27/2013,50,50,1
SO52795,283,22970,2/15/2013,2/22/2013,2/27/2013,30,30,1
SO52795,289,22970,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52795,245,22970,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52795,279,22970,2/15/2013,2/22/2013,2/27/2013,9,9,1
SO52796,104,21459,2/15/2013,2/22/2013,2/27/2013,10,10,1
SO52796,295,21459,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52797,274,12530,2/15/2013,2/22/2013,2/27/2013,70,70,1
SO52797,276,12530,2/15/2013,2/22/2013,2/27/2013,54,54,1
SO52798,274,20378,2/15/2013,2/22/2013,2/27/2013,70,70,1
SO52798,248,20378,2/15/2013,2/22/2013,2/27/2013,50,50,1
SO52799,295,18111,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52800,274,19241,2/15/2013,2/22/2013,2/27/2013,70,70,1
SO52800,277,19241,2/15/2013,2/22/2013,2/27/2013,54,54,1
SO52800,235,19241,2/15/2013,2/22/2013,2/27/2013,24,24,1
SO52801,295,17554,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52801,245,17554,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52802,295,18751,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52802,246,18751,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52803,295,17035,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52803,276,17035,2/15/2013,2/22/2013,2/27/2013,54,54,1
SO52804,295,16877,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52804,246,16877,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52805,289,16477,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52805,244,16477,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52806,295,29214,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52806,247,29214,2/15/2013,2/22/2013,2/27/2013,55,55,1
SO52807,289,21252,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52807,245,21252,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52807,235,21252,2/15/2013,2/22/2013,2/27/2013,24,24,1
SO52808,289,22143,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52808,245,22143,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52809,174,13485,2/15/2013,2/22/2013,2/27/2013,22,22,1
SO52809,104,13485,2/15/2013,2/22/2013,2/27/2013,10,10,1
SO52809,295,13485,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52810,282,16441,2/15/2013,2/22/2013,2/27/2013,25,25,1
SO52811,287,28391,2/15/2013,2/22/2013,2/27/2013,33,33,1
SO52812,290,23602,2/15/2013,2/22/2013,2/27/2013,4,4,1
SO52812,245,23602,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52813,290,27815,2/15/2013,2/22/2013,2/27/2013,4,4,1
SO52813,285,27815,2/15/2013,2/22/2013,2/27/2013,21,21,1
SO52813,245,27815,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52813,250,27815,2/15/2013,2/22/2013,2/27/2013,50,50,1
SO52814,285,27837,2/15/2013,2/22/2013,2/27/2013,21,21,1
SO52814,290,27837,2/15/2013,2/22/2013,2/27/2013,4,4,1
SO52814,245,27837,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52815,285,21070,2/15/2013,2/22/2013,2/27/2013,21,21,1
SO52815,166,21070,2/15/2013,2/22/2013,2/27/2013,9,9,1
SO52816,290,20146,2/15/2013,2/22/2013,2/27/2013,4,4,1
SO52817,295,19185,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52817,277,19185,2/15/2013,2/22/2013,2/27/2013,54,54,1
SO52818,166,25521,2/15/2013,2/22/2013,2/27/2013,9,9,1
SO52818,285,25521,2/15/2013,2/22/2013,2/27/2013,21,21,1
SO52819,285,12503,2/15/2013,2/22/2013,2/27/2013,21,21,1
SO52819,290,12503,2/15/2013,2/22/2013,2/27/2013,4,4,1
SO52820,291,25672,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52820,259,25672,2/15/2013,2/22/2013,2/27/2013,2,2,1
SO52821,291,16593,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52821,259,16593,2/15/2013,2/22/2013,2/27/2013,2,2,1
SO52822,284,11650,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52822,289,11650,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52822,245,11650,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52823,289,11819,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52823,284,11819,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52823,259,11819,2/15/2013,2/22/2013,2/27/2013,2,2,1
SO52824,174,13341,2/15/2013,2/22/2013,2/27/2013,22,22,1
SO52824,260,13341,2/15/2013,2/22/2013,2/27/2013,120,120,1
SO52825,123,11826,2/15/2013,2/22/2013,2/27/2013,2320,2320,1
SO52826,125,11647,2/15/2013,2/22/2013,2/27/2013,2320,2320,1
SO52826,174,11647,2/15/2013,2/22/2013,2/27/2013,22,22,1
SO52826,104,11647,2/15/2013,2/22/2013,2/27/2013,10,10,1
SO52826,295,11647,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52826,166,11647,2/15/2013,2/22/2013,2/27/2013,9,9,1
SO52827,120,11663,2/15/2013,2/22/2013,2/27/2013,2295,2295,1
SO52827,284,11663,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52827,289,11663,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52827,244,11663,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52828,123,11523,2/15/2013,2/22/2013,2/27/2013,2320,2320,1
SO52828,174,11523,2/15/2013,2/22/2013,2/27/2013,22,22,1
SO52828,244,11523,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52829,121,11984,2/15/2013,2/22/2013,2/27/2013,2295,2295,1
SO52829,244,11984,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52830,160,28327,2/15/2013,2/22/2013,2/27/2013,2384,2384,1
SO52830,105,28327,2/15/2013,2/22/2013,2/27/2013,9,9,1
SO52830,166,28327,2/15/2013,2/22/2013,2/27/2013,9,9,1
SO52830,295,28327,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52831,126,26673,2/15/2013,2/22/2013,2/27/2013,540,540,1
SO52831,285,26673,2/15/2013,2/22/2013,2/27/2013,21,21,1
SO52831,259,26673,2/15/2013,2/22/2013,2/27/2013,2,2,1
SO52831,281,26673,2/15/2013,2/22/2013,2/27/2013,159,159,1
SO52832,158,29247,2/15/2013,2/22/2013,2/27/2013,2384,2384,1
SO52832,166,29247,2/15/2013,2/22/2013,2/27/2013,9,9,1
SO52832,276,29247,2/15/2013,2/22/2013,2/27/2013,54,54,1
SO52833,127,21650,2/15/2013,2/22/2013,2/27/2013,540,540,1
SO52833,105,21650,2/15/2013,2/22/2013,2/27/2013,9,9,1
SO52833,295,21650,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52834,128,16221,2/15/2013,2/22/2013,2/27/2013,540,540,1
SO52834,295,16221,2/15/2013,2/22/2013,2/27/2013,5,5,1
SO52834,105,16221,2/15/2013,2/22/2013,2/27/2013,9,9,1
SO52834,244,16221,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52835,128,22281,2/15/2013,2/22/2013,2/27/2013,540,540,1
SO52836,134,19535,2/15/2013,2/22/2013,2/27/2013,1120,1120,1
SO52836,248,19535,2/15/2013,2/22/2013,2/27/2013,50,50,1
SO52837,132,23223,2/15/2013,2/22/2013,2/27/2013,1120,1120,1
SO52837,244,23223,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52838,133,19432,2/15/2013,2/22/2013,2/27/2013,1120,1120,1
SO52838,249,19432,2/15/2013,2/22/2013,2/27/2013,50,50,1
SO52839,129,25675,2/15/2013,2/22/2013,2/27/2013,540,540,1
SO52839,166,25675,2/15/2013,2/22/2013,2/27/2013,9,9,1
SO52840,165,24083,2/15/2013,2/22/2013,2/27/2013,2384,2384,1
SO52840,246,24083,2/15/2013,2/22/2013,2/27/2013,35,35,1
SO52841,142,18296,2/16/2013,2/23/2013,2/28/2013,2443,2443,1
SO52841,287,18296,2/16/2013,2/23/2013,2/28/2013,33,33,1
SO52841,290,18296,2/16/2013,2/23/2013,2/28/2013,4,4,1
SO52841,246,18296,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52841,234,18296,2/16/2013,2/23/2013,2/28/2013,24,24,1
SO52842,132,24612,2/16/2013,2/23/2013,2/28/2013,1120,1120,1
SO52842,286,24612,2/16/2013,2/23/2013,2/28/2013,25,25,1
SO52842,290,24612,2/16/2013,2/23/2013,2/28/2013,4,4,1
SO52842,259,24612,2/16/2013,2/23/2013,2/28/2013,2,2,1
SO52843,130,24614,2/16/2013,2/23/2013,2/28/2013,1120,1120,1
SO52844,155,11998,2/16/2013,2/23/2013,2/28/2013,1215,1215,1
SO52844,246,11998,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52845,157,14058,2/16/2013,2/23/2013,2/28/2013,1215,1215,1
SO52845,288,14058,2/16/2013,2/23/2013,2/28/2013,29,29,1
SO52845,291,14058,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52845,245,14058,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52846,122,11382,2/16/2013,2/23/2013,2/28/2013,2295,2295,1
SO52847,295,24469,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52847,244,24469,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52847,233,24469,2/16/2013,2/23/2013,2/28/2013,24,24,1
SO52848,272,22064,2/16/2013,2/23/2013,2/28/2013,70,70,1
SO52849,249,12244,2/16/2013,2/23/2013,2/28/2013,50,50,1
SO52850,135,17082,2/16/2013,2/23/2013,2/28/2013,1701,1701,1
SO52850,166,17082,2/16/2013,2/23/2013,2/28/2013,9,9,1
SO52851,119,13667,2/16/2013,2/23/2013,2/28/2013,769,769,1
SO52851,251,13667,2/16/2013,2/23/2013,2/28/2013,50,50,1
SO52852,244,11931,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52852,250,11931,2/16/2013,2/23/2013,2/28/2013,50,50,1
SO52853,282,25835,2/16/2013,2/23/2013,2/28/2013,25,25,1
SO52853,259,25835,2/16/2013,2/23/2013,2/28/2013,2,2,1
SO52854,290,24297,2/16/2013,2/23/2013,2/28/2013,4,4,1
SO52854,287,24297,2/16/2013,2/23/2013,2/28/2013,33,33,1
SO52854,259,24297,2/16/2013,2/23/2013,2/28/2013,2,2,1
SO52855,287,23861,2/16/2013,2/23/2013,2/28/2013,33,33,1
SO52855,260,23861,2/16/2013,2/23/2013,2/28/2013,120,120,1
SO52856,289,12895,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52856,283,12895,2/16/2013,2/23/2013,2/28/2013,30,30,1
SO52856,259,12895,2/16/2013,2/23/2013,2/28/2013,2,2,1
SO52857,283,23140,2/16/2013,2/23/2013,2/28/2013,30,30,1
SO52857,280,23140,2/16/2013,2/23/2013,2/28/2013,9,9,1
SO52858,283,23406,2/16/2013,2/23/2013,2/28/2013,30,30,1
SO52859,290,14633,2/16/2013,2/23/2013,2/28/2013,4,4,1
SO52859,287,14633,2/16/2013,2/23/2013,2/28/2013,33,33,1
SO52859,245,14633,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52860,283,23130,2/16/2013,2/23/2013,2/28/2013,30,30,1
SO52860,259,23130,2/16/2013,2/23/2013,2/28/2013,2,2,1
SO52861,289,23046,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52861,283,23046,2/16/2013,2/23/2013,2/28/2013,30,30,1
SO52861,259,23046,2/16/2013,2/23/2013,2/28/2013,2,2,1
SO52862,104,20779,2/16/2013,2/23/2013,2/28/2013,10,10,1
SO52862,295,20779,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52863,272,19010,2/16/2013,2/23/2013,2/28/2013,70,70,1
SO52863,166,19010,2/16/2013,2/23/2013,2/28/2013,9,9,1
SO52864,295,17016,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52864,246,17016,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52864,248,17016,2/16/2013,2/23/2013,2/28/2013,50,50,1
SO52864,280,17016,2/16/2013,2/23/2013,2/28/2013,9,9,1
SO52865,289,15742,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52865,245,15742,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52866,289,22097,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52866,174,22097,2/16/2013,2/23/2013,2/28/2013,22,22,1
SO52866,246,22097,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52867,289,14845,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52867,259,14845,2/16/2013,2/23/2013,2/28/2013,2,2,1
SO52868,283,17850,2/16/2013,2/23/2013,2/28/2013,30,30,1
SO52868,289,17850,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52868,244,17850,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52868,166,17850,2/16/2013,2/23/2013,2/28/2013,9,9,1
SO52869,289,21525,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52869,282,21525,2/16/2013,2/23/2013,2/28/2013,25,25,1
SO52869,259,21525,2/16/2013,2/23/2013,2/28/2013,2,2,1
SO52870,286,17994,2/16/2013,2/23/2013,2/28/2013,25,25,1
SO52870,259,17994,2/16/2013,2/23/2013,2/28/2013,2,2,1
SO52871,286,19392,2/16/2013,2/23/2013,2/28/2013,25,25,1
SO52871,259,19392,2/16/2013,2/23/2013,2/28/2013,2,2,1
SO52872,291,15922,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52872,259,15922,2/16/2013,2/23/2013,2/28/2013,2,2,1
SO52872,168,15922,2/16/2013,2/23/2013,2/28/2013,8,8,1
SO52873,284,15826,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52873,293,15826,2/16/2013,2/23/2013,2/28/2013,64,64,1
SO52873,174,15826,2/16/2013,2/23/2013,2/28/2013,22,22,1
SO52874,174,12906,2/16/2013,2/23/2013,2/28/2013,22,22,1
SO52875,137,16812,2/16/2013,2/23/2013,2/28/2013,1701,1701,1
SO52875,246,16812,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52876,119,13856,2/16/2013,2/23/2013,2/28/2013,769,769,1
SO52876,174,13856,2/16/2013,2/23/2013,2/28/2013,22,22,1
SO52876,166,13856,2/16/2013,2/23/2013,2/28/2013,9,9,1
SO52877,119,16675,2/16/2013,2/23/2013,2/28/2013,769,769,1
SO52877,283,16675,2/16/2013,2/23/2013,2/28/2013,30,30,1
SO52877,289,16675,2/16/2013,2/23/2013,2/28/2013,5,5,1
SO52877,259,16675,2/16/2013,2/23/2013,2/28/2013,2,2,1
SO52878,160,24521,2/16/2013,2/23/2013,2/28/2013,2384,2384,1
SO52878,244,24521,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52879,128,22327,2/16/2013,2/23/2013,2/28/2013,540,540,1
SO52879,244,22327,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52880,131,22646,2/16/2013,2/23/2013,2/28/2013,1120,1120,1
SO52880,246,22646,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52881,127,25615,2/16/2013,2/23/2013,2/28/2013,540,540,1
SO52881,246,25615,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52882,155,26873,2/16/2013,2/23/2013,2/28/2013,1215,1215,1
SO52882,245,26873,2/16/2013,2/23/2013,2/28/2013,35,35,1
SO52883,166,12046,2/17/2013,2/24/2013,3/1/2013,9,9,1
SO52884,290,14518,2/17/2013,2/24/2013,3/1/2013,4,4,1
SO52884,286,14518,2/17/2013,2/24/2013,3/1/2013,25,25,1
SO52884,246,14518,2/17/2013,2/24/2013,3/1/2013,35,35,1
SO52885,283,16611,2/17/2013,2/24/2013,3/1/2013,30,30,1
SO52885,289,16611,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52885,168,16611,2/17/2013,2/24/2013,3/1/2013,8,8,1
SO52886,174,16927,2/17/2013,2/24/2013,3/1/2013,22,22,1
SO52886,279,16927,2/17/2013,2/24/2013,3/1/2013,9,9,1
SO52887,284,21565,2/17/2013,2/24/2013,3/1/2013,35,35,1
SO52887,289,21565,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52887,279,21565,2/17/2013,2/24/2013,3/1/2013,9,9,1
SO52888,289,24894,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52889,245,18267,2/17/2013,2/24/2013,3/1/2013,35,35,1
SO52890,135,24206,2/17/2013,2/24/2013,3/1/2013,1701,1701,1
SO52890,275,24206,2/17/2013,2/24/2013,3/1/2013,54,54,1
SO52891,138,24103,2/17/2013,2/24/2013,3/1/2013,1701,1701,1
SO52891,278,24103,2/17/2013,2/24/2013,3/1/2013,54,54,1
SO52892,136,16942,2/17/2013,2/24/2013,3/1/2013,1701,1701,1
SO52892,250,16942,2/17/2013,2/24/2013,3/1/2013,50,50,1
SO52893,290,11507,2/17/2013,2/24/2013,3/1/2013,4,4,1
SO52893,235,11507,2/17/2013,2/24/2013,3/1/2013,24,24,1
SO52894,286,29249,2/17/2013,2/24/2013,3/1/2013,25,25,1
SO52895,282,26493,2/17/2013,2/24/2013,3/1/2013,25,25,1
SO52895,289,26493,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52895,244,26493,2/17/2013,2/24/2013,3/1/2013,35,35,1
SO52896,287,24429,2/17/2013,2/24/2013,3/1/2013,33,33,1
SO52896,290,24429,2/17/2013,2/24/2013,3/1/2013,4,4,1
SO52896,246,24429,2/17/2013,2/24/2013,3/1/2013,35,35,1
SO52896,250,24429,2/17/2013,2/24/2013,3/1/2013,50,50,1
SO52896,233,24429,2/17/2013,2/24/2013,3/1/2013,24,24,1
SO52897,283,23109,2/17/2013,2/24/2013,3/1/2013,30,30,1
SO52897,289,23109,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52897,259,23109,2/17/2013,2/24/2013,3/1/2013,2,2,1
SO52898,104,22345,2/17/2013,2/24/2013,3/1/2013,10,10,1
SO52898,247,22345,2/17/2013,2/24/2013,3/1/2013,55,55,1
SO52898,166,22345,2/17/2013,2/24/2013,3/1/2013,9,9,1
SO52899,104,23252,2/17/2013,2/24/2013,3/1/2013,10,10,1
SO52899,295,23252,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52900,104,13318,2/17/2013,2/24/2013,3/1/2013,10,10,1
SO52900,295,13318,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52900,275,13318,2/17/2013,2/24/2013,3/1/2013,54,54,1
SO52901,104,13206,2/17/2013,2/24/2013,3/1/2013,10,10,1
SO52901,295,13206,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52901,247,13206,2/17/2013,2/24/2013,3/1/2013,55,55,1
SO52902,272,19643,2/17/2013,2/24/2013,3/1/2013,70,70,1
SO52902,276,19643,2/17/2013,2/24/2013,3/1/2013,54,54,1
SO52903,295,16802,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52903,279,16802,2/17/2013,2/24/2013,3/1/2013,9,9,1
SO52904,289,16013,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52904,244,16013,2/17/2013,2/24/2013,3/1/2013,35,35,1
SO52904,250,16013,2/17/2013,2/24/2013,3/1/2013,50,50,1
SO52905,289,14703,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52905,284,14703,2/17/2013,2/24/2013,3/1/2013,35,35,1
SO52905,259,14703,2/17/2013,2/24/2013,3/1/2013,2,2,1
SO52906,282,17806,2/17/2013,2/24/2013,3/1/2013,25,25,1
SO52906,289,17806,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52906,245,17806,2/17/2013,2/24/2013,3/1/2013,35,35,1
SO52907,166,28498,2/17/2013,2/24/2013,3/1/2013,9,9,1
SO52907,274,28498,2/17/2013,2/24/2013,3/1/2013,70,70,1
SO52908,286,18017,2/17/2013,2/24/2013,3/1/2013,25,25,1
SO52909,290,25788,2/17/2013,2/24/2013,3/1/2013,4,4,1
SO52909,285,25788,2/17/2013,2/24/2013,3/1/2013,21,21,1
SO52909,244,25788,2/17/2013,2/24/2013,3/1/2013,35,35,1
SO52910,285,24855,2/17/2013,2/24/2013,3/1/2013,21,21,1
SO52910,290,24855,2/17/2013,2/24/2013,3/1/2013,4,4,1
SO52911,291,26838,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52911,288,26838,2/17/2013,2/24/2013,3/1/2013,29,29,1
SO52911,259,26838,2/17/2013,2/24/2013,3/1/2013,2,2,1
SO52912,284,11023,2/17/2013,2/24/2013,3/1/2013,35,35,1
SO52912,289,11023,2/17/2013,2/24/2013,3/1/2013,5,5,1
SO52912,174,11023,2/17/2013,2/24/2013,3/1/2013,22,22,1
SO52912,275,11023,2/17/2013,2/24/2013,3/1/2013,54,54,1
SO52913,291,27807,2/17/2013,2/24/2013,3/1/2013,5,5,1
